line;field;message
4641;punkte;must be 1-5
4642;kunden_id;not an integer
4643;kunden_id;not an integer
4643;punkte;must be 1-5
4644;kunden_id;not an integer
4644;punkte;must be 1-5
4645;kunden_id;not an integer
4646;kunden_id;not an integer
4646;punkte;must be 1-5
4647;kunden_id;not an integer
4647;punkte;must be 1-5
4648;kunden_id;not an integer
4649;kunden_id;not an integer
4650;kunden_id;not an integer
4650;punkte;must be 1-5
4651;kunden_id;not an integer
4651;punkte;must be 1-5
4652;kunden_id;not an integer
4653;kunden_id;not an integer
4654;kunden_id;not an integer
4654;punkte;must be 1-5
4655;kunden_id;not an integer
4655;punkte;must be 1-5
4656;kunden_id;not an integer
4656;punkte;must be 1-5
4657;kunden_id;not an integer
4658;kunden_id;not an integer
4658;punkte;must be 1-5
4659;kunden_id;not an integer
4660;kunden_id;not an integer
4661;kunden_id;not an integer
4661;punkte;must be 1-5
4662;kunden_id;not an integer
4662;punkte;must be 1-5
4663;kunden_id;not an integer
4664;kunden_id;not an integer
4664;punkte;must be 1-5
4665;kunden_id;not an integer
4665;punkte;must be 1-5
4666;kunden_id;not an integer
4666;punkte;must be 1-5
4667;kunden_id;not an integer
4667;punkte;must be 1-5
4668;kunden_id;not an integer
4669;kunden_id;not an integer
4670;kunden_id;not an integer
4670;punkte;must be 1-5
4671;kunden_id;not an integer
4671;punkte;must be 1-5
4672;kunden_id;not an integer
4673;kunden_id;not an integer
4673;punkte;must be 1-5
4674;kunden_id;not an integer
4674;punkte;must be 1-5
4675;kunden_id;not an integer
4675;punkte;must be 1-5
4676;kunden_id;not an integer
4677;kunden_id;not an integer
4678;kunden_id;not an integer
4678;punkte;must be 1-5
4679;kunden_id;not an integer
4680;kunden_id;not an integer
4680;punkte;must be 1-5
4681;kunden_id;not an integer
4681;punkte;must be 1-5
4682;kunden_id;not an integer
4683;kunden_id;not an integer
4683;punkte;must be 1-5
4684;kunden_id;not an integer
4685;kunden_id;not an integer
4686;kunden_id;not an integer
4686;punkte;must be 1-5
4687;kunden_id;not an integer
4688;kunden_id;not an integer
4688;punkte;must be 1-5
4689;kunden_id;not an integer
4690;kunden_id;not an integer
4691;kunden_id;not an integer
4691;punkte;must be 1-5
4692;kunden_id;not an integer
4692;punkte;must be 1-5
4693;kunden_id;not an integer
4693;punkte;must be 1-5
4694;kunden_id;not an integer
4695;kunden_id;not an integer
4696;kunden_id;not an integer
4696;punkte;must be 1-5
4697;kunden_id;not an integer
4697;punkte;must be 1-5
4698;kunden_id;not an integer
4698;punkte;must be 1-5
4699;kunden_id;not an integer
4700;kunden_id;not an integer
4700;punkte;must be 1-5
4701;kunden_id;not an integer
4702;kunden_id;not an integer
4702;punkte;must be 1-5
4703;kunden_id;not an integer
4703;punkte;must be 1-5
4704;kunden_id;not an integer
4704;punkte;must be 1-5
4705;kunden_id;not an integer
4705;punkte;must be 1-5
4706;kunden_id;not an integer
4706;punkte;must be 1-5
4707;kunden_id;not an integer
4708;kunden_id;not an integer
4709;kunden_id;not an integer
4709;punkte;must be 1-5
4710;kunden_id;not an integer
4710;punkte;must be 1-5
4711;kunden_id;not an integer
4712;kunden_id;not an integer
4712;punkte;must be 1-5
4713;kunden_id;not an integer
4713;punkte;must be 1-5
4714;kunden_id;not an integer
4715;kunden_id;not an integer
4716;kunden_id;not an integer
4717;kunden_id;not an integer
4717;punkte;must be 1-5
4718;kunden_id;not an integer
4718;punkte;must be 1-5
4719;kunden_id;not an integer
4719;punkte;must be 1-5
4720;kunden_id;not an integer
4720;punkte;must be 1-5
4721;kunden_id;not an integer
4722;kunden_id;not an integer
4722;punkte;must be 1-5
4723;kunden_id;not an integer
4723;punkte;must be 1-5
4724;kunden_id;not an integer
4724;punkte;must be 1-5
4725;kunden_id;not an integer
4725;punkte;must be 1-5
4726;kunden_id;not an integer
4727;kunden_id;not an integer
4728;kunden_id;not an integer
4729;kunden_id;not an integer
4730;kunden_id;not an integer
4731;kunden_id;not an integer
4732;kunden_id;not an integer
4732;punkte;must be 1-5
4733;kunden_id;not an integer
4734;kunden_id;not an integer
4735;kunden_id;not an integer
4736;kunden_id;not an integer
4737;kunden_id;not an integer
4737;punkte;must be 1-5
4738;kunden_id;not an integer
4738;punkte;must be 1-5
4739;kunden_id;not an integer
4739;punkte;must be 1-5
4740;kunden_id;not an integer
4740;punkte;must be 1-5
4741;kunden_id;not an integer
4742;kunden_id;not an integer
4742;punkte;must be 1-5
4743;kunden_id;not an integer
4743;punkte;must be 1-5
4744;kunden_id;not an integer
4744;punkte;must be 1-5
4745;kunden_id;not an integer
4745;punkte;must be 1-5
4746;kunden_id;not an integer
4747;kunden_id;not an integer
4747;punkte;must be 1-5
4748;kunden_id;not an integer
4748;punkte;must be 1-5
4749;kunden_id;not an integer
4749;punkte;must be 1-5
4750;kunden_id;not an integer
4750;punkte;must be 1-5
4751;kunden_id;not an integer
4752;kunden_id;not an integer
4753;kunden_id;not an integer
4753;punkte;must be 1-5
4754;kunden_id;not an integer
4755;kunden_id;not an integer
4755;punkte;must be 1-5
4756;kunden_id;not an integer
4756;punkte;must be 1-5
4757;kunden_id;not an integer
4758;kunden_id;not an integer
4759;kunden_id;not an integer
4760;kunden_id;not an integer
4761;kunden_id;not an integer
4761;punkte;must be 1-5
4762;kunden_id;not an integer
4763;kunden_id;not an integer
4764;kunden_id;not an integer
4764;punkte;must be 1-5
4765;kunden_id;not an integer
4765;punkte;must be 1-5
4766;kunden_id;not an integer
4766;punkte;must be 1-5
4767;kunden_id;not an integer
4768;kunden_id;not an integer
4768;punkte;must be 1-5
4769;kunden_id;not an integer
4770;kunden_id;not an integer
4770;punkte;must be 1-5
4771;kunden_id;not an integer
4772;kunden_id;not an integer
4773;kunden_id;not an integer
4774;kunden_id;not an integer
4774;punkte;must be 1-5
4775;kunden_id;not an integer
4775;punkte;must be 1-5
4776;kunden_id;not an integer
4776;punkte;must be 1-5
4777;kunden_id;not an integer
4778;kunden_id;not an integer
4778;punkte;must be 1-5
4779;kunden_id;not an integer
4780;kunden_id;not an integer
4780;punkte;must be 1-5
4781;kunden_id;not an integer
4781;punkte;must be 1-5
4782;kunden_id;not an integer
4782;punkte;must be 1-5
4783;kunden_id;not an integer
4783;punkte;must be 1-5
4784;kunden_id;not an integer
4784;punkte;must be 1-5
4785;kunden_id;not an integer
4785;punkte;must be 1-5
4786;kunden_id;not an integer
4786;punkte;must be 1-5
4787;kunden_id;not an integer
4788;kunden_id;not an integer
4789;kunden_id;not an integer
4790;kunden_id;not an integer
4791;kunden_id;not an integer
4791;punkte;must be 1-5
4792;kunden_id;not an integer
4792;punkte;must be 1-5
4793;kunden_id;not an integer
4793;punkte;must be 1-5
4794;kunden_id;not an integer
4795;kunden_id;not an integer
4795;punkte;must be 1-5
4796;kunden_id;not an integer
4797;kunden_id;not an integer
4797;punkte;must be 1-5
4798;kunden_id;not an integer
4798;punkte;must be 1-5
4799;kunden_id;not an integer
4799;punkte;must be 1-5
4800;kunden_id;not an integer
4801;kunden_id;not an integer
4802;kunden_id;not an integer
4803;kunden_id;not an integer
4804;kunden_id;not an integer
4804;punkte;must be 1-5
4805;kunden_id;not an integer
4805;punkte;must be 1-5
4806;kunden_id;not an integer
4807;kunden_id;not an integer
4808;kunden_id;not an integer
4809;kunden_id;not an integer
4809;punkte;must be 1-5
4810;kunden_id;not an integer
4810;punkte;must be 1-5
4811;kunden_id;not an integer
4811;punkte;must be 1-5
4812;kunden_id;not an integer
4812;punkte;must be 1-5
4813;kunden_id;not an integer
4813;punkte;must be 1-5
4814;kunden_id;not an integer
4815;kunden_id;not an integer
4816;kunden_id;not an integer
4817;kunden_id;not an integer
4817;punkte;must be 1-5
4818;kunden_id;not an integer
4818;punkte;must be 1-5
4819;kunden_id;not an integer
4819;punkte;must be 1-5
4820;kunden_id;not an integer
4820;punkte;must be 1-5
4821;kunden_id;not an integer
4822;kunden_id;not an integer
4822;punkte;must be 1-5
4823;kunden_id;not an integer
4824;kunden_id;not an integer
4825;kunden_id;not an integer
4825;punkte;must be 1-5
4826;kunden_id;not an integer
4827;kunden_id;not an integer
4828;kunden_id;not an integer
4829;kunden_id;not an integer
4829;punkte;must be 1-5
4830;kunden_id;not an integer
4831;kunden_id;not an integer
4831;punkte;must be 1-5
4832;kunden_id;not an integer
4833;kunden_id;not an integer
4833;punkte;must be 1-5
4834;kunden_id;not an integer
4834;punkte;must be 1-5
4835;kunden_id;not an integer
4835;punkte;must be 1-5
4836;kunden_id;not an integer
4836;punkte;must be 1-5
4837;kunden_id;not an integer
4838;kunden_id;not an integer
4839;kunden_id;not an integer
4839;punkte;must be 1-5
4840;kunden_id;not an integer
4840;punkte;must be 1-5
4841;kunden_id;not an integer
4842;kunden_id;not an integer
4843;kunden_id;not an integer
4843;punkte;must be 1-5
4844;kunden_id;not an integer
4845;kunden_id;not an integer
4846;kunden_id;not an integer
4847;kunden_id;not an integer
4847;punkte;must be 1-5
4848;kunden_id;not an integer
4849;kunden_id;not an integer
4849;punkte;must be 1-5
4850;kunden_id;not an integer
4851;kunden_id;not an integer
4851;punkte;must be 1-5
4852;kunden_id;not an integer
4853;kunden_id;not an integer
4854;kunden_id;not an integer
4854;punkte;must be 1-5
4855;kunden_id;not an integer
4855;punkte;must be 1-5
4856;kunden_id;not an integer
4856;punkte;must be 1-5
4857;kunden_id;not an integer
4857;punkte;must be 1-5
4858;kunden_id;not an integer
4859;kunden_id;not an integer
4860;kunden_id;not an integer
4860;punkte;must be 1-5
4861;kunden_id;not an integer
4862;kunden_id;not an integer
4862;punkte;must be 1-5
4863;kunden_id;not an integer
4863;punkte;must be 1-5
4864;kunden_id;not an integer
4864;punkte;must be 1-5
4865;kunden_id;not an integer
4865;punkte;must be 1-5
4866;kunden_id;not an integer
4867;kunden_id;not an integer
4868;kunden_id;not an integer
4868;punkte;must be 1-5
4869;kunden_id;not an integer
4869;punkte;must be 1-5
4870;kunden_id;not an integer
4870;punkte;must be 1-5
4871;kunden_id;not an integer
4871;punkte;must be 1-5
4872;kunden_id;not an integer
4872;punkte;must be 1-5
4873;kunden_id;not an integer
4874;kunden_id;not an integer
4875;kunden_id;not an integer
4875;punkte;must be 1-5
4876;kunden_id;not an integer
4877;kunden_id;not an integer
4878;kunden_id;not an integer
4878;punkte;must be 1-5
4879;kunden_id;not an integer
4879;punkte;must be 1-5
4880;kunden_id;not an integer
4881;kunden_id;not an integer
4881;punkte;must be 1-5
4882;kunden_id;not an integer
4882;punkte;must be 1-5
4883;kunden_id;not an integer
4884;kunden_id;not an integer
4884;punkte;must be 1-5
4885;kunden_id;not an integer
4885;punkte;must be 1-5
4886;kunden_id;not an integer
4887;kunden_id;not an integer
4888;kunden_id;not an integer
4889;kunden_id;not an integer
4889;punkte;must be 1-5
4890;kunden_id;not an integer
4890;punkte;must be 1-5
4891;kunden_id;not an integer
4891;punkte;must be 1-5
4892;kunden_id;not an integer
4893;kunden_id;not an integer
4894;kunden_id;not an integer
4894;punkte;must be 1-5
4895;kunden_id;not an integer
4895;punkte;must be 1-5
4896;kunden_id;not an integer
4896;punkte;must be 1-5
4897;kunden_id;not an integer
4898;kunden_id;not an integer
4898;punkte;must be 1-5
4899;kunden_id;not an integer
4899;punkte;must be 1-5
4900;kunden_id;not an integer
4900;punkte;must be 1-5
4901;kunden_id;not an integer
4902;kunden_id;not an integer
4902;punkte;must be 1-5
4903;kunden_id;not an integer
4903;punkte;must be 1-5
4904;kunden_id;not an integer
4905;kunden_id;not an integer
4905;punkte;must be 1-5
4906;kunden_id;not an integer
4907;kunden_id;not an integer
4907;punkte;must be 1-5
4908;kunden_id;not an integer
4908;punkte;must be 1-5
4909;kunden_id;not an integer
4910;kunden_id;not an integer
4911;kunden_id;not an integer
4912;kunden_id;not an integer
4913;kunden_id;not an integer
4913;punkte;must be 1-5
4914;kunden_id;not an integer
4915;kunden_id;not an integer
4915;punkte;must be 1-5
4916;kunden_id;not an integer
4916;punkte;must be 1-5
4917;kunden_id;not an integer
4918;kunden_id;not an integer
4918;punkte;must be 1-5
4919;kunden_id;not an integer
4920;kunden_id;not an integer
4920;punkte;must be 1-5
4921;kunden_id;not an integer
4921;punkte;must be 1-5
4922;kunden_id;not an integer
4923;kunden_id;not an integer
4924;kunden_id;not an integer
4924;punkte;must be 1-5
4925;kunden_id;not an integer
4925;punkte;must be 1-5
4926;kunden_id;not an integer
4926;punkte;must be 1-5
4927;kunden_id;not an integer
4928;kunden_id;not an integer
4929;kunden_id;not an integer
4929;punkte;must be 1-5
4930;kunden_id;not an integer
4930;punkte;must be 1-5
4931;kunden_id;not an integer
4932;kunden_id;not an integer
4933;kunden_id;not an integer
4933;punkte;must be 1-5
4934;kunden_id;not an integer
4934;punkte;must be 1-5
4935;kunden_id;not an integer
4935;punkte;must be 1-5
4936;kunden_id;not an integer
4936;punkte;must be 1-5
4937;kunden_id;not an integer
4938;kunden_id;not an integer
4938;punkte;must be 1-5
4939;kunden_id;not an integer
4939;punkte;must be 1-5
4940;kunden_id;not an integer
4941;kunden_id;not an integer
4941;punkte;must be 1-5
4942;kunden_id;not an integer
4942;punkte;must be 1-5
4943;kunden_id;not an integer
4943;punkte;must be 1-5
4944;kunden_id;not an integer
4944;punkte;must be 1-5
4945;kunden_id;not an integer
4945;punkte;must be 1-5
4946;kunden_id;not an integer
4947;kunden_id;not an integer
4947;punkte;must be 1-5
4948;kunden_id;not an integer
4948;punkte;must be 1-5
4949;kunden_id;not an integer
4949;punkte;must be 1-5
4950;kunden_id;not an integer
4950;punkte;must be 1-5
4951;kunden_id;not an integer
4951;punkte;must be 1-5
4952;kunden_id;not an integer
4953;kunden_id;not an integer
4953;punkte;must be 1-5
4954;kunden_id;not an integer
4955;kunden_id;not an integer
4955;punkte;must be 1-5
4956;kunden_id;not an integer
4956;punkte;must be 1-5
4957;kunden_id;not an integer
4957;punkte;must be 1-5
4958;kunden_id;not an integer
4958;punkte;must be 1-5
4959;kunden_id;not an integer
4960;kunden_id;not an integer
4961;kunden_id;not an integer
4961;punkte;must be 1-5
4962;kunden_id;not an integer
4963;kunden_id;not an integer
4964;kunden_id;not an integer
4964;punkte;must be 1-5
4965;kunden_id;not an integer
4965;punkte;must be 1-5
4966;kunden_id;not an integer
4966;punkte;must be 1-5
4967;kunden_id;not an integer
4967;punkte;must be 1-5
4968;kunden_id;not an integer
4969;kunden_id;not an integer
4970;kunden_id;not an integer
4971;kunden_id;not an integer
4972;kunden_id;not an integer
4972;punkte;must be 1-5
4973;kunden_id;not an integer
4973;punkte;must be 1-5
4974;kunden_id;not an integer
4975;kunden_id;not an integer
4975;punkte;must be 1-5
4976;kunden_id;not an integer
4977;kunden_id;not an integer
4977;punkte;must be 1-5
4978;kunden_id;not an integer
4978;punkte;must be 1-5
4979;kunden_id;not an integer
4979;punkte;must be 1-5
4980;kunden_id;not an integer
4980;punkte;must be 1-5
4981;kunden_id;not an integer
4982;kunden_id;not an integer
4983;kunden_id;not an integer
4983;punkte;must be 1-5
4984;kunden_id;not an integer
4984;punkte;must be 1-5
4985;kunden_id;not an integer
4985;punkte;must be 1-5
4986;kunden_id;not an integer
4987;kunden_id;not an integer
4988;kunden_id;not an integer
4988;punkte;must be 1-5
4989;kunden_id;not an integer
4989;punkte;must be 1-5
4990;kunden_id;not an integer
4990;punkte;must be 1-5
4991;kunden_id;not an integer
4991;punkte;must be 1-5
4992;kunden_id;not an integer
4992;punkte;must be 1-5
4993;kunden_id;not an integer
4993;punkte;must be 1-5
4994;kunden_id;not an integer
4995;kunden_id;not an integer
4996;kunden_id;not an integer
4997;kunden_id;not an integer
4997;punkte;must be 1-5
4998;kunden_id;not an integer
4999;kunden_id;not an integer
5000;kunden_id;not an integer
5000;punkte;must be 1-5
5001;kunden_id;not an integer
5002;kunden_id;not an integer
5003;kunden_id;not an integer
5003;punkte;must be 1-5
5004;kunden_id;not an integer
5005;kunden_id;not an integer
5006;kunden_id;not an integer
5006;punkte;must be 1-5
5007;kunden_id;not an integer
5008;kunden_id;not an integer
5008;punkte;must be 1-5
5009;kunden_id;not an integer
5010;kunden_id;not an integer
5010;punkte;must be 1-5
5011;kunden_id;not an integer
5011;punkte;must be 1-5
5012;kunden_id;not an integer
5012;punkte;must be 1-5
5013;kunden_id;not an integer
5013;punkte;must be 1-5
5014;kunden_id;not an integer
5014;punkte;must be 1-5
5015;kunden_id;not an integer
5016;kunden_id;not an integer
5016;punkte;must be 1-5
5017;kunden_id;not an integer
5018;kunden_id;not an integer
5019;kunden_id;not an integer
5019;punkte;must be 1-5
5020;kunden_id;not an integer
5021;kunden_id;not an integer
5022;kunden_id;not an integer
5022;punkte;must be 1-5
5023;kunden_id;not an integer
5023;punkte;must be 1-5
5024;kunden_id;not an integer
5024;punkte;must be 1-5
5025;kunden_id;not an integer
5025;punkte;must be 1-5
5026;kunden_id;not an integer
5027;kunden_id;not an integer
5027;punkte;must be 1-5
5028;kunden_id;not an integer
5029;kunden_id;not an integer
5029;punkte;must be 1-5
5030;kunden_id;not an integer
5030;punkte;must be 1-5
5031;kunden_id;not an integer
5032;kunden_id;not an integer
5032;punkte;must be 1-5
5033;kunden_id;not an integer
5033;punkte;must be 1-5
5034;kunden_id;not an integer
5034;punkte;must be 1-5
5035;kunden_id;not an integer
5036;kunden_id;not an integer
5037;kunden_id;not an integer
5037;punkte;must be 1-5
5038;kunden_id;not an integer
5038;punkte;must be 1-5
5039;kunden_id;not an integer
5039;punkte;must be 1-5
5040;kunden_id;not an integer
5041;kunden_id;not an integer
5041;punkte;must be 1-5
5042;kunden_id;not an integer
5042;punkte;must be 1-5
5043;kunden_id;not an integer
5044;kunden_id;not an integer
5045;kunden_id;not an integer
5045;punkte;must be 1-5
5046;kunden_id;not an integer
5046;punkte;must be 1-5
5047;kunden_id;not an integer
5047;punkte;must be 1-5
5048;kunden_id;not an integer
5048;punkte;must be 1-5
5049;kunden_id;not an integer
5049;punkte;must be 1-5
5050;kunden_id;not an integer
5050;punkte;must be 1-5
5051;kunden_id;not an integer
5052;kunden_id;not an integer
5053;kunden_id;not an integer
5054;kunden_id;not an integer
5054;punkte;must be 1-5
5055;kunden_id;not an integer
5055;punkte;must be 1-5
5056;kunden_id;not an integer
5057;kunden_id;not an integer
5057;punkte;must be 1-5
5058;kunden_id;not an integer
5059;kunden_id;not an integer
5059;punkte;must be 1-5
5060;kunden_id;not an integer
5060;punkte;must be 1-5
5061;kunden_id;not an integer
5061;punkte;must be 1-5
5062;kunden_id;not an integer
5063;kunden_id;not an integer
5063;punkte;must be 1-5
5064;kunden_id;not an integer
5065;kunden_id;not an integer
5065;punkte;must be 1-5
5066;kunden_id;not an integer
5067;kunden_id;not an integer
5067;punkte;must be 1-5
5068;kunden_id;not an integer
5068;punkte;must be 1-5
5069;kunden_id;not an integer
5069;punkte;must be 1-5
5070;kunden_id;not an integer
5070;punkte;must be 1-5
5071;kunden_id;not an integer
5072;kunden_id;not an integer
5073;kunden_id;not an integer
5073;punkte;must be 1-5
5074;kunden_id;not an integer
5074;punkte;must be 1-5
5075;kunden_id;not an integer
5076;kunden_id;not an integer
5076;punkte;must be 1-5
5077;kunden_id;not an integer
5077;punkte;must be 1-5
5078;kunden_id;not an integer
5079;kunden_id;not an integer
5079;punkte;must be 1-5
5080;kunden_id;not an integer
5080;punkte;must be 1-5
5081;kunden_id;not an integer
5082;kunden_id;not an integer
5083;kunden_id;not an integer
5083;punkte;must be 1-5
5084;kunden_id;not an integer
5085;kunden_id;not an integer
5085;punkte;must be 1-5
5086;kunden_id;not an integer
5086;punkte;must be 1-5
5087;kunden_id;not an integer
5088;kunden_id;not an integer
5088;punkte;must be 1-5
5089;kunden_id;not an integer
5089;punkte;must be 1-5
5090;kunden_id;not an integer
5090;punkte;must be 1-5
5091;kunden_id;not an integer
5092;kunden_id;not an integer
5092;punkte;must be 1-5
5093;kunden_id;not an integer
5093;punkte;must be 1-5
5094;kunden_id;not an integer
5094;punkte;must be 1-5
5095;kunden_id;not an integer
5096;kunden_id;not an integer
5097;kunden_id;not an integer
5098;kunden_id;not an integer
5098;punkte;must be 1-5
5099;kunden_id;not an integer
5100;kunden_id;not an integer
5101;kunden_id;not an integer
5101;punkte;must be 1-5
5102;kunden_id;not an integer
5103;kunden_id;not an integer
5103;punkte;must be 1-5
5104;kunden_id;not an integer
5104;punkte;must be 1-5
5105;kunden_id;not an integer
5105;punkte;must be 1-5
5106;kunden_id;not an integer
5107;kunden_id;not an integer
5108;kunden_id;not an integer
5109;kunden_id;not an integer
5109;punkte;must be 1-5
5110;kunden_id;not an integer
5111;kunden_id;not an integer
5112;kunden_id;not an integer
5112;punkte;must be 1-5
5113;kunden_id;not an integer
5114;kunden_id;not an integer
5115;kunden_id;not an integer
5115;punkte;must be 1-5
5116;kunden_id;not an integer
5116;punkte;must be 1-5
5117;kunden_id;not an integer
5118;kunden_id;not an integer
5118;punkte;must be 1-5
5119;kunden_id;not an integer
5119;punkte;must be 1-5
5120;kunden_id;not an integer
5120;punkte;must be 1-5
5121;kunden_id;not an integer
5121;punkte;must be 1-5
5122;kunden_id;not an integer
5123;kunden_id;not an integer
5123;punkte;must be 1-5
5124;kunden_id;not an integer
5124;punkte;must be 1-5
5125;kunden_id;not an integer
5125;punkte;must be 1-5
5126;kunden_id;not an integer
5126;punkte;must be 1-5
5127;kunden_id;not an integer
5127;punkte;must be 1-5
5128;kunden_id;not an integer
5129;kunden_id;not an integer
5130;kunden_id;not an integer
5130;punkte;must be 1-5
5131;kunden_id;not an integer
5131;punkte;must be 1-5
5132;kunden_id;not an integer
5132;punkte;must be 1-5
5133;kunden_id;not an integer
5133;punkte;must be 1-5
5134;kunden_id;not an integer
5135;kunden_id;not an integer
5135;punkte;must be 1-5
5136;kunden_id;not an integer
5137;kunden_id;not an integer
5137;punkte;must be 1-5
5138;kunden_id;not an integer
5138;punkte;must be 1-5
5139;kunden_id;not an integer
5140;kunden_id;not an integer
5140;punkte;must be 1-5
5141;kunden_id;not an integer
5141;punkte;must be 1-5
5142;kunden_id;not an integer
5142;punkte;must be 1-5
5143;kunden_id;not an integer
5144;kunden_id;not an integer
5144;punkte;must be 1-5
5145;kunden_id;not an integer
5146;kunden_id;not an integer
5146;punkte;must be 1-5
5147;kunden_id;not an integer
5147;punkte;must be 1-5
5148;kunden_id;not an integer
5148;punkte;must be 1-5
5149;kunden_id;not an integer
5149;punkte;must be 1-5
5150;kunden_id;not an integer
5150;punkte;must be 1-5
5151;kunden_id;not an integer
5151;punkte;must be 1-5
5152;kunden_id;not an integer
5152;punkte;must be 1-5
5153;kunden_id;not an integer
5153;punkte;must be 1-5
5154;kunden_id;not an integer
5154;punkte;must be 1-5
5155;kunden_id;not an integer
5155;punkte;must be 1-5
5156;kunden_id;not an integer
5156;punkte;must be 1-5
5157;kunden_id;not an integer
5157;punkte;must be 1-5
5158;kunden_id;not an integer
5158;punkte;must be 1-5
5159;kunden_id;not an integer
5159;punkte;must be 1-5
5160;kunden_id;not an integer
5160;punkte;must be 1-5
5161;kunden_id;not an integer
5161;punkte;must be 1-5
5162;kunden_id;not an integer
5162;punkte;must be 1-5
5163;kunden_id;not an integer
5163;punkte;must be 1-5
5164;kunden_id;not an integer
5165;kunden_id;not an integer
5165;punkte;must be 1-5
5166;kunden_id;not an integer
5166;punkte;must be 1-5
5167;kunden_id;not an integer
5167;punkte;must be 1-5
5168;kunden_id;not an integer
5168;punkte;must be 1-5
5169;kunden_id;not an integer
5170;kunden_id;not an integer
5170;punkte;must be 1-5
5171;kunden_id;not an integer
5172;kunden_id;not an integer
5172;punkte;must be 1-5
5173;kunden_id;not an integer
5174;kunden_id;not an integer
5175;kunden_id;not an integer
5175;punkte;must be 1-5
5176;kunden_id;not an integer
5177;kunden_id;not an integer
5178;kunden_id;not an integer
5178;punkte;must be 1-5
5179;kunden_id;not an integer
5180;kunden_id;not an integer
5181;kunden_id;not an integer
5182;kunden_id;not an integer
5182;punkte;must be 1-5
5183;kunden_id;not an integer
5183;punkte;must be 1-5
5184;kunden_id;not an integer
5185;kunden_id;not an integer
5186;kunden_id;not an integer
5187;kunden_id;not an integer
5187;punkte;must be 1-5
5188;kunden_id;not an integer
5188;punkte;must be 1-5
5189;kunden_id;not an integer
5189;punkte;must be 1-5
5190;kunden_id;not an integer
5190;punkte;must be 1-5
5191;kunden_id;not an integer
5191;punkte;must be 1-5
5192;kunden_id;not an integer
5192;punkte;must be 1-5
5193;kunden_id;not an integer
5193;punkte;must be 1-5
5194;kunden_id;not an integer
5195;kunden_id;not an integer
5196;kunden_id;not an integer
5197;kunden_id;not an integer
5197;punkte;must be 1-5
5198;kunden_id;not an integer
5198;punkte;must be 1-5
5199;kunden_id;not an integer
5199;punkte;must be 1-5
5200;kunden_id;not an integer
5201;kunden_id;not an integer
5201;punkte;must be 1-5
5202;kunden_id;not an integer
5203;kunden_id;not an integer
5203;punkte;must be 1-5
5204;kunden_id;not an integer
5205;kunden_id;not an integer
5205;punkte;must be 1-5
5206;kunden_id;not an integer
5207;kunden_id;not an integer
5207;punkte;must be 1-5
5208;kunden_id;not an integer
5209;kunden_id;not an integer
5210;kunden_id;not an integer
5210;punkte;must be 1-5
5211;kunden_id;not an integer
5212;kunden_id;not an integer
5213;kunden_id;not an integer
5213;punkte;must be 1-5
5214;kunden_id;not an integer
5215;kunden_id;not an integer
5216;kunden_id;not an integer
5217;kunden_id;not an integer
5218;kunden_id;not an integer
5219;kunden_id;not an integer
5220;kunden_id;not an integer
5221;kunden_id;not an integer
5221;punkte;must be 1-5
5222;kunden_id;not an integer
5222;punkte;must be 1-5
5223;kunden_id;not an integer
5224;kunden_id;not an integer
5225;kunden_id;not an integer
5225;punkte;must be 1-5
5226;kunden_id;not an integer
5226;punkte;must be 1-5
5227;kunden_id;not an integer
5228;kunden_id;not an integer
5228;punkte;must be 1-5
5229;kunden_id;not an integer
5230;kunden_id;not an integer
5230;punkte;must be 1-5
5231;kunden_id;not an integer
5231;punkte;must be 1-5
5232;kunden_id;not an integer
5232;punkte;must be 1-5
5233;kunden_id;not an integer
5234;kunden_id;not an integer
5234;punkte;must be 1-5
5235;kunden_id;not an integer
5235;punkte;must be 1-5
5236;kunden_id;not an integer
5236;punkte;must be 1-5
5237;kunden_id;not an integer
5238;kunden_id;not an integer
5239;kunden_id;not an integer
5240;kunden_id;not an integer
5240;punkte;must be 1-5
5241;kunden_id;not an integer
5242;kunden_id;not an integer
5242;punkte;must be 1-5
5243;kunden_id;not an integer
5243;punkte;must be 1-5
5244;kunden_id;not an integer
5245;kunden_id;not an integer
5245;punkte;must be 1-5
5246;kunden_id;not an integer
5246;punkte;must be 1-5
5247;kunden_id;not an integer
5247;punkte;must be 1-5
5248;kunden_id;not an integer
5248;punkte;must be 1-5
5249;kunden_id;not an integer
5249;punkte;must be 1-5
5250;kunden_id;not an integer
5251;kunden_id;not an integer
5251;punkte;must be 1-5
5252;kunden_id;not an integer
5252;punkte;must be 1-5
5253;kunden_id;not an integer
5253;punkte;must be 1-5
5254;kunden_id;not an integer
5255;kunden_id;not an integer
5255;punkte;must be 1-5
5256;kunden_id;not an integer
5256;punkte;must be 1-5
5257;kunden_id;not an integer
5258;kunden_id;not an integer
5258;punkte;must be 1-5
5259;kunden_id;not an integer
5260;kunden_id;not an integer
5261;kunden_id;not an integer
5262;kunden_id;not an integer
5262;punkte;must be 1-5
5263;kunden_id;not an integer
5264;kunden_id;not an integer
5265;kunden_id;not an integer
5266;kunden_id;not an integer
5266;punkte;must be 1-5
5267;kunden_id;not an integer
5267;punkte;must be 1-5
5268;kunden_id;not an integer
5269;kunden_id;not an integer
5269;punkte;must be 1-5
5270;kunden_id;not an integer
5271;kunden_id;not an integer
5271;punkte;must be 1-5
5272;kunden_id;not an integer
